ABL1,NM_005157
IPO8,NM_006390
TSPAN11,NM_001370302
DDX11,NM_030653
SINHCAF,NM_001135812
DENND5B,NM_144973
ETFBKMT,NM_001135863
AMN1,NM_001113402
H3-5,NM_001013699
RESF1,NM_018169
BICD1,NM_001714
FGD4,NM_001370298
DNM1L,NM_001278464
YARS2,NM_001040436
PKP2,NM_001005242
SYT10,NM_198992
ALG10,NM_032834
ALG10B,NM_001013620
CPNE8,NM_153634
KIF21A,NM_001173464
ABCD2,NM_005164
C12orf40,NM_001031748
SLC2A13,NM_052885
LRRK2,NM_198578
CNTN1,NM_001843
PDZRN4,NM_001164595
GXYLT1,NM_173601
YAF2,NM_005748
PPHLN1,NM_201439
ZCRB1,NM_033114
PRICKLE1,NM_153026
ADAMTS20,NM_025003
PUS7L,NM_031292
IRAK4,NM_016123
TWF1,NM_002822
TMEM117,NM_032256
NELL2,NM_001145108
DBX2,NM_001004329
ANO6,NM_001025356
SCAF11,NM_004719
SLC38A1,NM_030674
SLC38A2,NM_018976
SLC38A4,NM_018018
AMIGO2,NM_001370299
PCED1B,NM_138371
RPAP3,NM_024604
ENDOU,NM_001172439
RAPGEF3,NM_001098531
SLC48A1,NM_017842
HDAC7,NM_015401
VDR,NM_000376
TMEM106C,NM_001143842
COL2A1,NM_001844
SENP1,NM_001267594
PFKM,NM_000289
ASB8,NM_024095
CCDC184,NM_001013635
OR10AD1,NM_001004134
H1-7,NM_181788
ZNF641,NM_001172681
ANP32D,NM_012404
C12orf54,NM_152319
LALBA,NM_002289
KANSL2,NM_017822
CCNT1,NM_001240
TEX49,NM_001351123
ADCY6,NM_015270
CACNB3,NM_000725
DDX23,NM_004818
RND1,NM_014470
CCDC65,NM_033124
FKBP11,NM_016594
ARF3,NM_001659
WNT10B,NM_003394
WNT1,NM_005430
DDN,NM_015086
PRKAG1,NM_002733
RHEBL1,NM_144593
DHH,NM_021044
LMBR1L,NM_018113
TUBA1B,NM_006082
TUBA1A,NM_006009
TUBA1C,NM_032704
PRPH,NM_006262
TROAP,NM_005480
C1QL4,NM_001008223
DNAJC22,NM_001304944
SPATS2,NM_023071
KCNH3,NM_012284
MCRS1,NM_006337
PRPF40B,NM_001031698
FAM186B,NM_032130
FMNL3,NM_175736
TMBIM6,NM_003217
NCKAP5L,NM_001037806
BCDIN3D,NM_181708
FAIM2,NM_012306
AQP2,NM_000486
AQP5,NM_001651
AQP6,NM_001652
RACGAP1,NM_001319999
ASIC1,NM_001095
GPD1,NM_005276
COX14,NM_032901
CERS5,NM_147190
LIMA1,NM_016357
FAM186A,NM_001145475
LARP4,NM_052879
DIP2B,NM_173602
ATF1,NM_005171
TMPRSS12,NM_182559
METTL7A,NM_014033
SLC11A2,NM_000617
LETMD1,NM_015416
CSRNP2,NM_030809
TFCP2,NM_005653
POU6F1,NM_001330422
DAZAP2,NM_014764
SMAGP,NM_001031628
BIN2,NM_016293
CELA1,NM_001971
GALNT6,NM_007210
SLC4A8,NM_001039960
SCN8A,NM_014191
TMDD1,NM_001386737
FIGNL2,NM_001384995
ANKRD33,NM_182608
ACVRL1,NM_000020
ACVR1B,NM_004302
TAMALIN,NM_181711
NR4A1,NM_173157
ATG101,NM_021934
SMIM41,NM_001369216
KRT80,NM_182507
KRT7,NM_005556
KRT86,NM_001320198
KRT81,NM_002281
KRT83,NM_002282
KRT85,NM_002283
KRT84,NM_033045
KRT82,NM_033033
KRT75,NM_004693
KRT6B,NM_005555
KRT6C,NM_173086
KRT6A,NM_005554
KRT5,NM_000424
KRT71,NM_033448
KRT74,NM_175053
KRT72,NM_080747
KRT73,NM_175068
KRT2,NM_000423
KRT1,NM_006121
KRT77,NM_175078
KRT76,NM_015848
KRT3,NM_057088
KRT4,NM_002272
KRT79,NM_175834
KRT78,NM_173352
KRT18,NM_000224
EIF4B,NM_001417
TNS2,NM_170754
SPRYD3,NM_032840
IGFBP6,NM_002178
SOAT2,NM_003578
CSAD,NM_001244705
ZNF740,NM_001004304
ITGB7,NM_000889
RARG,NM_000966
MFSD5,NM_032889
ESPL1,NM_012291
PFDN5,NM_002624
MYG1,NM_021640
AAAS,NM_015665
SP7,NM_001173467
SP1,NM_138473
AMHR2,NM_020547
PRR13,NM_018457
PCBP2,NM_031989
MAP3K12,NM_001193511
TARBP2,NM_134323
NPFF,NM_003717
ATF7,NM_006856
ATP5MC2,NM_005176
CALCOCO1,NM_020898
HOXC13,NM_017410
HOXC12,NM_173860
HOXC11,NM_014212
HOXC10,NM_017409
HOXC6,NM_004503
HOXC9,NM_006897
HOXC8,NM_022658
HOXC4,NM_153633
HOXC5,NM_018953
SMUG1,NM_001243787
CBX5,NM_012117
HNRNPA1,NM_031157
NFE2,NM_001136023
COPZ1,NM_016057
GPR84,NM_020370
ZNF385A,NM_015481
ITGA5,NM_002205
GTSF1,NM_144594
NCKAP1L,NM_005337
PDE1B,NM_000924
PPP1R1A,NM_006741
LACRT,NM_033277
DCD,NM_053283
MUCL1,NM_058173
TESPA1,NM_001136030
NEUROD4,NM_021191
OR9K2,NM_001005243
OR10A7,NM_001005280
OR6C74,NM_001005490
OR6C6,NM_001005493
OR6C1,NM_001005182
OR6C3,NM_001388498
OR6C75,NM_001005497
OR6C65,NM_001005518
OR6C76,NM_001005183
OR6C2,NM_054105
OR6C70,NM_001005499
OR6C68,NM_001005519
OR6C4,NM_001005494
OR2AP1,NM_001258285
OR10P1,NM_206899
METTL7B,NM_152637
ITGA7,NM_002206
BLOC1S1,NM_001487
RDH5,NM_002905
CD63,NM_001780
GDF11,NM_005811
SARNP,NM_033082
ORMDL2,NM_014182
DNAJC14,NM_032364
MMP19,NM_002429
PYM1,NM_032345
DGKA,NM_001345
PMEL,NM_001384361
CDK2,NM_001798
RAB5B,NM_002868
SUOX,NM_001032386
IKZF4,NM_022465
RPS26,NM_001029
PA2G4,NM_006191
RPL41,NM_001035267
ESYT1,NM_015292
ZC3H10,NM_032786
MYL6,NM_021019
SMARCC2,NM_001330288
RNF41,NM_005785
NABP2,NM_024068
SLC39A5,NM_173596
ANKRD52,NM_173595
COQ10A,NM_144576
CS,NM_004077
CNPY2,NM_014255
PAN2,NM_014871
IL23A,NM_016584
STAT2,NM_005419
APOF,NM_001638
TIMELESS,NM_003920
MIP,NM_012064
SPRYD4,NM_207344
GLS2,NM_013267
RBMS2,NM_002898
BAZ2A,NM_001300905
ATP5F1B,NM_001686
PTGES3,NM_006601
NACA,NM_001365896
PRIM1,NM_000946
HSD17B6,NM_003725
SDR9C7,NM_148897
RDH16,NM_003708
GPR182,NM_007264
ZBTB39,NM_014830
TAC3,NM_013251
MYO1A,NM_005379
NEMP1,NM_001130963
NAB2,NM_005967
STAT6,NM_003153
LRP1,NM_002332
NXPH4,NM_007224
SHMT2,NM_005412
NDUFA4L2,NM_001394961
STAC3,NM_145064
R3HDM2,NM_001394031
INHBC,NM_005538
INHBE,NM_031479
ARHGAP9,NM_032496
MARS1,NM_004990
DDIT3,NM_004083
MBD6,NM_052897
DCTN2,NM_001261413
KIF5A,NM_004984
PIP4K2C,NM_024779
DTX3,NM_178502
ARHGEF25,NM_182947
B4GALNT1,NM_001478
OS9,NM_006812
AGAP2,NM_001122772
TSPAN31,NM_005981
MARCHF9,NM_138396
CYP27B1,NM_000785
METTL1,NM_005371
EEF1AKMT3,NM_015433
TSFM,NM_005726
AVIL,NM_006576
CTDSP2,NM_005730
ATP23,NM_033276
LRIG3,NM_153377
SLC16A7,NM_001270623
TAFA2,NM_178539
USP15,NM_001252078
MON2,NM_015026
PPM1H,NM_020700
AVPR1A,NM_000706
DPY19L2,NM_173812
RXYLT1,NM_014254
SRGAP1,NM_020762
KICS2,NM_152440
C12orf56,NM_001170633
XPOT,NM_007235
TBK1,NM_013254
RASSF3,NM_178169
GNS,NM_002076
TBC1D30,NM_015279
WIF1,NM_007191
LEMD3,NM_014319
MSRB3,NM_001031679
HMGA2,NM_003483
LLPH,NM_032338
TMBIM4,NM_016056
IRAK3,NM_007199
HELB,NM_001370285
GRIP1,NM_001366722
CAND1,NM_018448
DYRK2,NM_006482
IFNG,NM_000619
IL26,NM_018402
IL22,NM_020525
MDM1,NM_001354969
RAP1B,NM_001010942
NUP107,NM_020401
SLC35E3,NM_018656
CPM,NM_198320
CPSF6,NM_007007
LYZ,NM_000239
YEATS4,NM_006530
FRS2,NM_001278356
CCT2,NM_006431
LRRC10,NM_201550
BEST3,NM_032735
RAB3IP,NM_022456
MYRFL,NM_182530
CNOT2,NM_014515
KCNMB4,NM_014505
PTPRB,NM_001109754
PTPRR,NM_002849
TSPAN8,NM_004616
LGR5,NM_003667
ZFC3H1,NM_144982
THAP2,NM_031435
TMEM19,NM_018279
RAB21,NM_014999
TBC1D15,NM_001146213
TPH2,NM_173353
TRHDE,NM_013381
ATXN7L3B,NM_001136262
KCNC2,NM_139137
GLIPR1L1,NM_001304964
GLIPR1L2,NM_001270396
GLIPR1,NM_006851
KRR1,NM_007043
NAP1L1,NM_004537
BBS10,NM_024685
OSBPL8,NM_020841
ZDHHC17,NM_015336
CSRP2,NM_001321
E2F7,NM_203394
NAV3,NM_001024383
SYT1,NM_005639
PAWR,NM_002583
PPP1R12A,NM_002480
OTOGL,NM_001378609
PTPRQ,NM_001145026
MYF6,NM_002469
MYF5,NM_005593
LIN7A,NM_004664
ACSS3,NM_024560
PPFIA2,NM_003625
CCDC59,NM_014167
METTL25,NM_032230
TMTC2,NM_152588
SLC6A15,NM_182767
TSPAN19,NM_001100917
LRRIQ1,NM_001079910
ALX1,NM_006982
RASSF9,NM_005447
NTS,NM_006183
MGAT4C,NM_001351288
C12orf50,NM_152589
C12orf29,NM_001009894
CEP290,NM_025114
TMTC3,NM_181783
KITLG,NM_000899
DUSP6,NM_001946
POC1B,NM_172240
GALNT4,NM_003774
ATP2B1,NM_001366521
CCER1,NM_152638
EPYC,NM_004950
KERA,NM_007035
LUM,NM_002345
DCN,NM_001920
BTG1,NM_001731
PLEKHG7,NM_001377329
EEA1,NM_003566
NUDT4,NM_019094
UBE2N,NM_003348
MRPL42,NM_014050
SOCS2,NM_001270471
CRADD,NM_003805
PLXNC1,NM_005761
CEP83,NM_016122
TMCC3,NM_020698
NDUFA12,NM_018838
NR2C1,NM_003297
FGD6,NM_018351
VEZT,NM_017599
METAP2,NM_006838
USP44,NM_032147
NTN4,NM_021229
SNRPF,NM_003095
CCDC38,NM_182496
AMDHD1,NM_152435
HAL,NM_002108
LTA4H,NM_000895
ELK3,NM_005230
CDK17,NM_002595
CFAP54,NM_001306084
NEDD1,NM_152905
TMPO,NM_001032283
SLC25A3,NM_005888
IKBIP,NM_153687
APAF1,NM_181861
ANKS1B,NM_001352186
FAM71C,NM_153364
UHRF1BP1L,NM_015054
ACTR6,NM_022496
DEPDC4,NM_001364818
SCYL2,NM_017988
SLC17A8,NM_139319
NR1H4,NM_001206979
GAS2L3,NM_174942
ANO4,NM_001286615
SLC5A8,NM_145913
UTP20,NM_014503
ARL1,NM_001177
SPIC,NM_152323
MYBPC1,NM_002465
CHPT1,NM_020244
SYCP3,NM_001177949
GNPTAB,NM_024312
DRAM1,NM_018370
WASHC3,NM_016053
NUP37,NM_024057
PARPBP,NM_017915
PMCH,NM_002674
PAH,NM_000277
ASCL1,NM_004316
C12orf42,NM_198521
STAB2,NM_017564
NT5DC3,NM_001031701
HSP90B1,NM_003299
C12orf73,NM_001135570
TDG,NM_003211
GLT8D2,NM_001384711
HCFC2,NM_013320
NFYB,NM_006166
TXNRD1,NM_001093771
EID3,NM_001008394
CHST11,NM_018413
SLC41A2,NM_001352171
NOPCHAP1,NM_152318
ALDH1L2,NM_001034173
WASHC4,NM_015275
APPL2,NM_018171
C12orf75,NM_001145199
NUAK1,NM_014840
CKAP4,NM_006825
TCP11L2,NM_152772
POLR3B,NM_018082
RFX4,NM_213594
RIC8B,NM_001330145
TMEM263,NM_152261
MTERF2,NM_001033050
CRY1,NM_004075
BTBD11,NM_001018072
PWP1,NM_007062
PRDM4,NM_012406
ASCL4,NM_203436
WSCD2,NM_014653
CMKLR1,NM_001142343
FICD,NM_007076
SART3,NM_014706
ISCU,NM_213595
TMEM119,NM_181724
SELPLG,NM_003006
CORO1C,NM_014325
SSH1,NM_018984
DAO,NM_001917
SVOP,NM_018711
USP30,NM_032663
ALKBH2,NM_001145374
UNG,NM_080911
ACACB,NM_001093
FOXN4,NM_213596
KCTD10,NM_031954
UBE3B,NM_130466
MMAB,NM_052845
MVK,NM_000431
FAM222A,NM_032829
TRPV4,NM_021625
GLTP,NM_016433
TCHP,NM_001143852
GIT2,NM_057169
ANKRD13A,NM_033121
C12orf76,NM_001389625
IFT81,NM_014055
ATP2A2,NM_170665
ANAPC7,NM_016238
ARPC3,NM_001278556
GPN3,NM_016301
FAM216A,NM_013300
VPS29,NM_016226
RAD9B,NM_001286535
PPTC7,NM_139283
TCTN1,NM_001082538
HVCN1,NM_032369
PPP1CC,NM_002710
CCDC63,NM_152591
MYL2,NM_000432
CUX2,NM_015267
PHETA1,NM_144671
ATXN2,NM_001372574
BRAP,NM_006768
ACAD10,NM_025247
ALDH2,NM_000690
MAPKAPK5,NM_003668
TMEM116,NM_001193531
ERP29,NM_006817
NAA25,NM_024953
TRAFD1,NM_006700
HECTD4,NM_001388303
RPL6,NM_000970
RPH3A,NM_001143854
OAS1,NM_016816
OAS3,NM_006187
OAS2,NM_002535
DTX1,NM_004416
RASAL1,NM_001301202
CFAP73,NM_001144872
DDX54,NM_024072
RITA1,NM_032848
IQCD,NM_001330452
TPCN1,NM_017901
SLC8B1,NM_001358345
PLBD2,NM_173542
SDS,NM_006843
SDSL,NM_001304993
LHX5,NM_022363
RBM19,NM_016196
TBX5,NM_181486
MED13L,NM_015335
MAP1LC3B2,NM_001085481
SPRING1,NM_024738
RNFT2,NM_001382266
HRK,NM_003806
FBXW8,NM_153348
TESC,NM_017899
FBXO21,NM_015002
NOS1,NM_000620
KSR2,NM_173598
RFC5,NM_007370
WSB2,NM_018639
VSIG10,NM_019086
PEBP1,NM_002567
TAOK3,NM_016281
SUDS3,NM_022491
SRRM4,NM_194286
HSPB8,NM_014365
CCDC60,NM_178499
TMEM233,NM_001136534
PRKAB1,NM_006253
CIT,NM_001206999
BICDL1,NM_001367886
GCN1,NM_006836
RPLP0,NM_001002
PXN,NM_001385981
SIRT4,NM_012240
PLA2G1B,NM_000928
COX6A1,NM_004373
TRIAP1,NM_016399
GATC,NM_176818
SRSF9,NM_003769
DYNLL1,NM_003746
COQ5,NM_032314
RNF10,NM_014868
POP5,NM_015918
CABP1,NM_001033677
MLEC,NM_014730
UNC119B,NM_001080533
ACADS,NM_000017
SPPL3,NM_139015
C12orf43,NM_022895
P2RX7,NM_002562
P2RX4,NM_002560
CAMKK2,NM_001270485
ANAPC5,NM_016237
RNF34,NM_025126
KDM2B,NM_032590
MORN3,NM_173855
TMEM120B,NM_001080825
RHOF,NM_019034
SETD1B,NM_001353345
HPD,NM_002150
PSMD9,NM_002813
CFAP251,NM_144668
BCL7A,NM_001024808
MLXIP,NM_014938
LRRC43,NM_001098519
IL31,NM_001014336
B3GNT4,NM_030765
DIABLO,NM_001371333
VPS33A,NM_022916
CLIP1,NM_001247997
ZCCHC8,NM_017612
RSRC2,NM_023012
KNTC1,NM_014708
HCAR2,NM_177551
HCAR3,NM_006018
HCAR1,NM_032554
DENR,NM_003677
CCDC62,NM_201435
HIP1R,NM_003959
VPS37B,NM_024667
ABCB9,NM_019625
ARL6IP4,NM_018694
PITPNM2,NM_020845
MPHOSPH9,NM_022782
MTRFR,NM_152269
CDK2AP1,NM_004642
SBNO1,NM_001167856
KMT5A,NM_020382
RILPL2,NM_145058
SNRNP35,NM_022717
RILPL1,NM_178314
TMED2,NM_006815
DDX55,NM_020936
EIF2B1,NM_001414
GTF2H3,NM_001516
TCTN2,NM_024809
ATP6V0A2,NM_012463
DNAH10,NM_001372106
CCDC92,NM_025140
ZNF664,NM_152437
RFLNA,NM_001365156
SCARB1,NM_005505
UBC,NM_021009
DHX37,NM_032656
BRI3BP,NM_080626
AACS,NM_023928
TMEM132B,NM_001366854
TMEM132C,NM_001136103
SLC15A4,NM_145648
GLT1D1,NM_144669
TMEM132D,NM_133448
FZD10,NM_007197
PIWIL1,NM_004764
RIMBP2,NM_001393629
STX2,NM_194356
RAN,NM_006325
ADGRD1,NM_198827
SFSWAP,NM_004592
MMP17,NM_016155
ULK1,NM_003565
PUS1,NM_025215
EP400,NM_015409
DDX51,NM_175066
NOC4L,NM_024078
GALNT9,NM_001122636
FBRSL1,NM_001367871
LRCOL1,NM_001195520
P2RX2,NM_170682
PXMP2,NM_018663
PGAM5,NM_001170543
ANKLE2,NM_015114
GOLGA3,NM_001389683
CHFR,NM_001161346
ZNF605,NM_183238
ZNF26,NM_019591
ZNF84,NM_001289971
ZNF140,NM_003440
ZNF891,NM_001277291
ZNF10,NM_015394
ZNF268,NM_003415
ANHX,NM_001372060
TUBA3C,NM_006001
MPHOSPH8,NM_017520
PSPC1,NM_001354909
ZMYM5,NM_001142684
ZMYM2,NM_197968
GJA3,NM_021954
GJB2,NM_004004
GJB6,NM_001110219
CRYL1,NM_015974
IFT88,NM_006531
IL17D,NM_001385224
EEF1AKMT1,NM_001318939
XPO4,NM_022459
SKA3,NM_145061
MRPL57,NM_024026
ZDHHC20,NM_001330059
MICU2,NM_152726
FGF9,NM_002010
SGCG,NM_000231
SACS,NM_014363
TNFRSF19,NM_148957
MIPEP,NM_005932
SPATA13,NM_001166271
PARP4,NM_006437
ATP12A,NM_001676
RNF17,NM_031277
CENPJ,NM_018451
PABPC3,NM_030979
AMER2,NM_152704
MTMR6,NM_004685
NUP58,NM_014089
ATP8A2,NM_016529
SHISA2,NM_001007538
RNF6,NM_005977
WASF3,NM_006646
GPR12,NM_005288
USP12,NM_182488
RPL21,NM_000982
RASL11A,NM_206827
GTF3A,NM_002097
MTIF3,NM_152912
LNX2,NM_153371
POLR1D,NM_015972
GSX1,NM_145657
PDX1,NM_000209
CDX2,NM_001265
URAD,NM_001105577
PAN3,NM_175854
POMP,NM_015932
SLC46A3,NM_181785
MTUS2,NM_001033602
SLC7A1,NM_003045
UBL3,NM_007106
KATNAL1,NM_032116
UBE2L5,NM_001355247
HMGB1,NM_002128
USPL1,NM_005800
ALOX5AP,NM_001629
MEDAG,NM_032849
TEX26,NM_152325
HSPH1,NM_006644
B3GLCT,NM_194318
RXFP2,NM_130806
FRY,NM_023037
ZAR1L,NM_001136571
N4BP2L1,NM_052818
PDS5B,NM_015032
KL,NM_004795
STARD13,NM_178006
RFC3,NM_002915
NBEA,NM_001385012
MAB21L1,NM_005584
DCLK1,NM_001330071
SOHLH2,NM_017826
CCDC169,NM_001144981
SPART,NM_015087
CCNA1,NM_003914
SERTM1,NM_203451
RFXAP,NM_000538
SMAD9,NM_001127217
ALG5,NM_013338
EXOSC8,NM_181503
SUPT20H,NM_001014286
CSNK1A1L,NM_145203
POSTN,NM_006475
TRPC4,NM_016179
UFM1,NM_016617
FREM2,NM_207361
STOML3,NM_145286
PROSER1,NM_025138
NHLRC3,NM_001012754
LHFPL6,NM_005780
COG6,NM_020751
MRPS31,NM_005830
SLC25A15,NM_014252
ELF1,NM_172373
WBP4,NM_007187
KBTBD6,NM_152903
KBTBD7,NM_032138
MTRF1,NM_004294
NAA16,NM_024561
RGCC,NM_014059
VWA8,NM_015058
DGKH,NM_178009
AKAP11,NM_016248
TNFSF11,NM_003701
FAM216B,NM_001318932
EPSTI1,NM_033255
DNAJC15,NM_013238
ENOX1,NM_001347969
CCDC122,NM_144974
LACC1,NM_153218
SMIM2,NM_024058
SERP2,NM_001010897
TSC22D1,NM_183422
NUFIP1,NM_012345
GPALPP1,NM_018559
GTF2F2,NM_004128
KCTD4,NM_198404
TPT1,NM_003295
SLC25A30,NM_001010875
COG3,NM_031431
ERICH6B,NM_182542
CBY2,NM_152719
SIAH3,NM_198849
ZC3H13,NM_001330564
CPB2,NM_001872
LCP1,NM_002298
RUBCNL,NM_025113
LRCH1,NM_001164211
ESD,NM_001984
HTR2A,NM_000621
SUCLA2,NM_003850
NUDT15,NM_018283
MED4,NM_014166
ITM2B,NM_021999
LPAR6,NM_001162498
RCBTB2,NM_001268
FNDC3A,NM_001079673
MLNR,NM_001507
CDADC1,NM_030911
CAB39L,NM_001079670
SETDB2,NM_001160308
PHF11,NM_001040443
RCBTB1,NM_018191
ARL11,NM_138450
EBPL,NM_032565
KPNA3,NM_002267
SPRYD7,NM_020456
TRIM13,NM_213590
KCNRG,NM_173605
DLEU7,NM_001306135
RNASEH2B,NM_024570
C13orf42,NM_001351589
FAM124A,NM_001242312
SERPINE3,NM_001386375
INTS6,NM_012141
WDFY2,NM_052950
DHRS12,NM_001377533
TMEM272,NM_001351003
CCDC70,NM_031290
ATP7B,NM_000053
ALG11,NM_001004127
UTP14C,NM_021645
NEK5,NM_001365552
NEK3,NM_002498
THSD1,NM_018676
VPS36,NM_016075
CKAP2,NM_018204
HNRNPA1L2,NM_001389320
SUGT1,NM_006704
CNMD,NM_007015
PCDH8,NM_002590
OLFM4,NM_006418
PRR20A,NM_198441
PRR20C,NM_001130405
PRR20B,NM_001130404
PRR20D,NM_001130406
PRR20E,NM_001130407
PCDH17,NM_001040429
DIAPH3,NM_001042517
TDRD3,NM_001146070
PCDH9,NM_203487
KLHL1,NM_020866
DACH1,NM_080759
MZT1,NM_001071775
BORA,NM_024808
PIBF1,NM_006346
KLF5,NM_001730
KLF12,NM_007249
TBC1D4,NM_014832
COMMD6,NM_203495
UCHL3,NM_006002
LMO7,NM_001306080
KCTD12,NM_138444
ACOD1,NM_001258406
CLN5,NM_006493
FBXL3,NM_012158
MYCBP2,NM_015057
SCEL,NM_144777
SLAIN1,NM_001242868
EDNRB,NM_001122659
POU4F1,NM_006237
OBI1,NM_024546
RBM26,NM_001366735
NDFIP2,NM_019080
SPRY2,NM_005842
SLITRK1,NM_001281503
SLITRK6,NM_032229
SLITRK5,NM_001384609
GPC5,NM_004466
GPC6,NM_005708
DCT,NM_001922
TGDS,NM_014305
GPR180,NM_180989
SOX21,NM_007084
ABCC4,NM_005845
CLDN10,NM_006984
DZIP1,NM_198968
DNAJC3,NM_006260
UGGT2,NM_020121
HS6ST3,NM_153456
OXGR1,NM_001346194
MBNL2,NM_001382683
RAP2A,NM_021033
IPO5,NM_002271
FARP1,NM_005766
RNF113B,NM_178861
STK24,NM_001032296
SLC15A1,NM_005073
DOCK9,NM_001366683
UBAC2,NM_001144072
GPR18,NM_001098200
GPR183,NM_004951
TM9SF2,NM_004800
CLYBL,NM_206808
ZIC5,NM_033132
ZIC2,NM_007129
PCCA,NM_000282
GGACT,NM_001195087
TMTC4,NM_032813
NALCN,NM_052867
ITGBL1,NM_004791
FGF14,NM_004115
TPP2,NM_001330588
METTL21C,NM_001010977
CCDC168,NM_001146197
TEX30,NM_138779
POGLUT2,NM_024089
BIVM,NM_017693
SLC10A2,NM_000452
DAOA,NM_172370
EFNB2,NM_004093
ARGLU1,NM_018011
NALF1,NM_001080396
LIG4,NM_206937
ABHD13,NM_032859
TNFSF13B,NM_006573
MYO16,NM_001198950
COL4A1,NM_001845
COL4A2,NM_001846
RAB20,NM_017817
NAXD,NM_001242882
CARS2,NM_024537
ING1,NM_198219
ANKRD10,NM_017664
ARHGEF7,NM_001354046
TEX29,NM_152324
SOX1,NM_005986
SPACA7,NM_145248
TUBGCP3,NM_006322
ATP11A,NM_015205
MCF2L,NM_001112732
F7,NM_019616
F10,NM_000504
PROZ,NM_003891
PCID2,NM_001127202
CUL4A,NM_001008895
LAMP1,NM_005561
GRTP1,NM_024719
ADPRHL1,NM_001394807
DCUN1D2,NM_001014283
TMCO3,NM_017905
TFDP1,NM_007111
ATP4B,NM_000705
GRK1,NM_002929
TMEM255B,NM_182614
GAS6,NM_000820
C13orf46,NM_001365455
RASA3,NM_007368
CDC16,NM_001078645
UPF3A,NM_023011
CHAMP1,NM_032436
OR11H12,NM_001013354
POTEM,NM_001145442
POTEG,NM_001005356
OR11H2,NM_001197287
OR4N2,NM_001004723
OR4M1,NM_001005500
OR4K2,NM_001005501
OR4K5,NM_001005483
OR4K1,NM_001004063
OR4K15,NM_001005486
OR4K14,NM_001004712
OR4K13,NM_001004714
OR4L1,NM_001004717
OR4K17,NM_001004715
OR4N5,NM_001004724
OR11G2,NM_001386033
OR11H6,NM_001004480
OR11H4,NM_001004479
TTC5,NM_138376
CCNB1IP1,NM_021178
PARP2,NM_001042618
TEP1,NM_007110
KLHL33,NM_001365790
OSGEP,NM_017807
APEX1,NM_001641
PIP4P1,NM_144568
PNP,NM_000270
OR6S1,NM_001001968
ANG,NM_001097577
RNASE4,NM_002937
EDDM3A,NM_006683
EDDM3B,NM_022360
RNASE6,NM_005615
RNASE1,NM_002933
RNASE3,NM_002935
RNASE2,NM_002934
METTL17,NM_022734
SLC39A2,NM_014579
NDRG2,NM_001320329
TPPP2,NM_173846
RNASE13,NM_001012264
RNASE7,NM_032572
RNASE8,NM_138331
ARHGEF40,NM_018071
ZNF219,NM_016423
OR5AU1,NM_001004731
HNRNPC,NM_004500
RPGRIP1,NM_020366
SUPT16H,NM_007192
CHD8,NM_001170629
RAB2B,NM_032846
TOX4,NM_014828
METTL3,NM_019852
SALL2,NM_001364564
OR10G3,NM_001005465
OR10G2,NM_001005466
OR4E2,NM_001001912
OR4E1,NM_001317107
DAD1,NM_001344
ABHD4,NM_022060
OR6J1,NM_001348233
OXA1L,NM_005015
SLC7A7,NM_003982
MRPL52,NM_180982
MMP14,NM_004995
LRP10,NM_014045
REM2,NM_173527
RBM23,NM_001077351
PRMT5,NM_006109
HAUS4,NM_001166269
AJUBA,NM_032876
C14orf93,NM_021944
PSMB5,NM_002797
PSMB11,NM_001099780
CDH24,NM_144985
ACIN1,NM_001386863
C14orf119,NM_017924
LMLN2,NM_001354640
CEBPE,NM_001805
SLC7A8,NM_012244
RNF212B,NM_001282322
HOMEZ,NM_020834
PPP1R3E,NM_001276318
BCL2L2,NM_004050
PABPN1,NM_004643
EFS,NM_005864
CMTM5,NM_001288746
MYH6,NM_002471
MYH7,NM_000257
NGDN,NM_001042635
ZFHX2,NM_033400
THTPA,NM_024328
AP1G2,NM_003917
JPH4,NM_001146028
DHRS2,NM_005794
DHRS4,NM_021004
DHRS4L2,NM_198083
CARMIL3,NM_138360
NRL,NM_001354768
PCK2,NM_004563
DCAF11,NM_025230
FITM1,NM_203402
PSME1,NM_006263
EMC9,NM_016049
PSME2,NM_002818
RNF31,NM_017999
IRF9,NM_006084
REC8,NM_001048205
IPO4,NM_024658
TM9SF1,NM_006405
TSSK4,NM_001184739
CHMP4A,NM_014169
MDP1,NM_138476
NEDD8,NM_006156
GMPR2,NM_001002002
TINF2,NM_001099274
TGM1,NM_000359
RABGGTA,NM_182836
DHRS1,NM_001136050
NOP9,NM_174913
CIDEB,NM_001393339
LTB4R2,NM_019839
LTB4R,NM_001143919
ADCY4,NM_001198568
RIPK3,NM_006871
NFATC4,NM_004554
NYNRIN,NM_025081
CBLN3,NM_001039771
KHNYN,NM_015299
SDR39U1,NM_020195
CMA1,NM_001836
CTSG,NM_001911
GZMH,NM_033423
GZMB,NM_004131
STXBP6,NM_001394410
NOVA1,NM_002515
FOXG1,NM_005249
G2E3,NM_017769
SCFD1,NM_016106
COCH,NM_004086
STRN3,NM_001083893
AP4S1,NM_001128126
HECTD1,NM_015382
HEATR5A,NM_015473
DTD2,NM_080664
GPR33,NM_001197184
NUBPL,NM_025152
ARHGAP5,NM_001030055
AKAP6,NM_004274
EGLN3,NM_022073
SPTSSA,NM_138288
EAPP,NM_018453
SNX6,NM_152233
CFL2,NM_138638
BAZ1A,NM_013448
SRP54,NM_003136
